title,Year,Car Body Type,Mileage,Cylinder Volume,Horsepower,Transmission,Petrol Type,Owners,price
Volkswagen Golf 2.0 TSI 245 GTI Performance 5dr DSG,2018,Hatchback,"30,204 miles",2.0L,241BHP,Auto,Petrol,2 owners,"£25,490"
Kia Stinger 3.3 T-GDi GT S 5dr Auto Petrol Hatchback,2019,Hatchback,"38,714 miles",3.3L,361BHP,Auto,Petrol,1 owner,"£28,500"
Volkswagen Polo 2.0 TSI GTI+ 5dr DSG,2019,Hatchback,"27,035 miles",2.0L,197BHP,Auto,Petrol,2 owners,"£19,450"
Audi TT Coupe 2.0 TFSI S line Euro 6 (s/s) 3dr,2015,Coupe,"32,677 miles",2.0L,227BHP,Manual,Petrol,2 owners,"£17,995"
Honda S2000 2.0 i-VTEC GT 2dr,2006,Convertible,"89,958 miles",2.0L,240BHP,Manual,Petrol,5 owners,"£14,995"
Mercedes-Benz A-Class A35 4Matic 5dr Auto,2019,Hatchback,"68,627 miles",2.0L,302BHP,Auto,Petrol,4 owners,"£22,600"
Volkswagen Golf 2.0 GTI 3d 197 BHP,2005,Hatchback,"130,000 miles",2.0L,200BHP,Manual,Petrol,1 owner,"£5,000"
Audi S5 3.0 S5 SPORTBACK TFSI QUATTRO 5d 329 BHP,2012,Hatchback,"92,000 miles",3.0L,333BHP,Auto,Petrol,3 owners,"£12,756"
Porsche Panamera 2.9 V6 4S E-Hybrid 5dr PDK,2021,Hatchback,"20,599 miles",2.9L,552BHP,Auto,Hybrid,2 owners,"£88,980"
Aston Martin DBX,2020,SUV,"14,950 miles",,543BHP,Auto,Petrol,3 owners,"£122,950"
Ford Focus Ford Focus Estate 2.0 E/B 250 ST-3 5dr Nav Privacy Glass,2017,Estate,"35,526 miles",2.0L,247BHP,Manual,Petrol,2 owners,"£19,699"
Bentley Continental 6.0 W12 GT Speed,2014,Coupe,"43,975 miles",6.0L,616BHP,Auto,Petrol,6 owners,"£51,970"
Mercedes-Benz A-Class 2.0 A35 AMG (Premium Plus) SpdS DCT 4MATIC Euro 6 (s/s) 5dr,2019,Hatchback,"24,663 miles",2.0L,302BHP,Auto,Petrol,3 owners,"£31,950"
McLaren 570S 3.8 V8 SSG 2d 562 BHP,2018,Coupe,"1,664 miles",3.8L,562BHP,Auto,Petrol,1 owner,"£106,991"
Porsche Macan GTS PDK,2020,Hatchback,"16,520 miles",2.9L,375BHP,Auto,Petrol,2 owners,"£67,990"
Audi R8 4.2 FSI V8 S-TRONIC -,2013,Coupe,"41,965 miles",4.2L,424BHP,Auto,Petrol,5 owners,"£46,970"
Volkswagen Golf 2.0 TSI GTI Performance Hatchback 5dr Petrol Manual Euro 6 (s/s) (245 ps),2019,Hatchback,"27,171 miles",2.0L,241BHP,Manual,Petrol,1 owner,"£24,800"
Porsche Panamera 2.9 V6 E-Hybrid 14kWh 4 PDK 4WD Euro 6 (s/s) 5dr,2018,Hatchback,"26,764 miles",2.9L,456BHP,Auto,Hybrid,2 owners,"£59,945"
Vauxhall Corsa 1.6T 16V VXR Euro 5 3dr,2013,Hatchback,"40,738 miles",1.6L,189BHP,Manual,Petrol,3 owners,"£7,495"
Skoda Octavia 2.0 TDI CR vRS 5dr DSG,2017,Estate,"33,408 miles",2.0L,181BHP,Auto,Diesel,4 owners,"£19,900"
Bentley Turbo R R LWB 4-Door,1987,Saloon,"84,000 miles",6.8L,384BHP,Auto,Petrol,5 owners,"£12,994"
Volkswagen Polo 2.0 TSI GTI 5dr DSG,2019,Hatchback,"31,700 miles",2.0L,197BHP,Auto,Petrol,1 owner,"£18,450"
Volkswagen Golf 2.0 TSI R Hatchback 5dr Petrol DSG 4Motion Euro 6 (s/s) (300 ps),2019,Hatchback,"41,230 miles",2.0L,296BHP,Auto,Petrol,1 owner,"£26,100"
Mazda MX-5 2.0i 25th Anniversary 2dr,2014,Coupe,"114,692 miles",2.0L,160BHP,Manual,Petrol,1 owner,"£9,995"
Mercedes-Benz C-Class 6.3 C63 V8 AMG Edition 125 SpdS MCT Euro 5 2dr,2012,Coupe,"74,000 miles",6.2L,457BHP,Auto,Petrol,9 owners,"£20,890"
Volkswagen Golf TSI R,2017,Hatchback,"35,446 miles",2.0L,306BHP,Auto,Petrol,1 owner,"£28,990"
Seat Leon 2.0 TSI Cupra 300 [EZ] 5dr DSG 4Drive Satellite Navigation,2018,Estate,"37,472 miles",2.0L,296BHP,Auto,Petrol,2 owners,"£22,500"
Audi SQ5 TFSI V6,2017,SUV,"38,050 miles",3.0L,349BHP,Auto,Petrol,3 owners,"£36,990"
Jaguar XK8 4.2 Premium 2dr,2004,Coupe,"65,000 miles",4.2L,300BHP,Auto,Petrol,1 owner,"£9,995"
Volkswagen Polo 1.8 GTI DSG 5d AUTO 189 BHP,2016,Hatchback,"64,050 miles",1.8L,189BHP,Auto,Petrol,2 owners,"£13,484"
BMW 1 Series 3.0 M140I SHADOW EDITION 5d AUTO 335 BHP,2018,Hatchback,"43,000 miles",3.0L,335BHP,Auto,Petrol,2 owners,"£22,490"
Skoda Octavia 2.0 VRS TDI DSG 5d AUTO 181 BHP,2017,Hatchback,"95,285 miles",2.0L,181BHP,Auto,Diesel,3 owners,"£13,484"
Volkswagen Golf 2.0 GTI DSG 5d AUTO 210 BHP,2011,Hatchback,"92,205 miles",2.0L,210BHP,Auto,Petrol,4 owners,"£9,484"
Volkswagen Golf 2.0 GTI PERFORMANCE DSG 5d AUTO 226 BHP,2016,Hatchback,"95,298 miles",2.0L,227BHP,Auto,Petrol,7 owners,"£14,984"
Rolls-Royce Phantom 6.7 V12 4d AUTO 454 BHP,2004,Saloon,"99,000 miles",6.7L,453BHP,Auto,Petrol,7 owners,"£60,000"
Ford Focus Ford Focus 2.0 E/B 250 ST-3 Nav 5dr Black Style Pack,2017,Hatchback,"32,083 miles",2.0L,247BHP,Manual,Petrol,2 owners,"£18,749"
Volkswagen Golf 2.0 TSI R Hatchback 5dr Petrol DSG 4Motion Euro 6 (s/s) (300 ps),2019,Hatchback,"46,938 miles",2.0L,296BHP,Auto,Petrol,1 owner,"£26,000"
Volkswagen Golf 2.0 TSI BlueMotion Tech R 4Motion Euro 6 (s/s) 5dr,2015,Hatchback,"65,000 miles",2.0L,298BHP,Manual,Petrol,2 owners,"£16,499"
Ford Fiesta 1.6 ST-3 3d 180 BHP,2017,Hatchback,"68,521 miles",1.6L,180BHP,Manual,Petrol,3 owners,"£9,984"
Ferrari GTC4Lusso T,2019,Hatchback,"15,480 miles",,602BHP,Auto,Petrol,3 owners,"£179,950"
Tesla Model 3 (Dual Motor) Long Range Saloon 4dr Electric Auto 4WDE (346 ps),2020,Saloon,"60,032 miles",,469BHP,Auto,Electric,1 owner,"£26,890"
Volkswagen Golf 2.0 TSI BlueMotion Tech GTI Hatchback 5dr Petrol DSG Euro 6 (s/s) (220 ps),2016,Hatchback,"38,448 miles",2.0L,227BHP,Auto,Petrol,5 owners,"£20,000"
MINI Mini Clubman 2.0 John Cooper Works ALL4 6dr Auto Petrol Estate,2018,Estate,"22,571 miles",2.0L,228BHP,Auto,Petrol,4 owners,"£26,995"
Vauxhall Astra 2.0 i 16v VXR 3dr,2013,Hatchback,"74,000 miles",2.0L,276BHP,Manual,Petrol,6 owners,"£9,995"
Audi TT Coupe 1.8 TFSI Black Edition Coupe 3dr Petrol Manual Euro 6 (s/s) (180 ps),2017,Coupe,"23,983 miles",1.8L,178BHP,Manual,Petrol,2 owners,"£20,200"
Audi TT Coupe 2.0 TFSI Black Edition S Tronic quattro Euro 5 (s/s) 3dr,2013,Coupe,"87,000 miles",2.0L,208BHP,Auto,Petrol,5 owners,"£10,890"
Toyota Supra 3.0 3dr Petrol Coupe,2022,Coupe,"1,811 miles",3.0L,335BHP,Manual,Petrol,1 owner,"£47,470"
Ford Focus T EcoBoost RS,2016,Hatchback,"18,460 miles",2.3L,345BHP,Manual,Petrol,2 owners,"£28,990"
Ford Fiesta 1.5 EcoBoost ST-3 5dr Satellite Navigation,2020,Hatchback,"12,567 miles",1.5L,197BHP,Manual,Petrol,2 owners,"£21,000"
Ford Focus 2.5 RS 3dr,2009,Hatchback,"47,800 miles",2.5L,300BHP,Manual,Petrol,4 owners,"£29,500"
Ford Focus ST,2020,Hatchback,"35,000 miles",2.3L,276BHP,Manual,Petrol,2 owners,"£24,995"
Audi TT Coupe 40 TFSI S Line 2dr S Tronic Satellite Navigation,2019,Coupe,"7,843 miles",2.0L,194BHP,Auto,Petrol,1 owner,"£26,000"
Porsche 911 997 GT3,2007,Coupe,"34,100 miles",3.6L,415BHP,Manual,Petrol,1 owner,"£87,991"
Volkswagen Polo GTI 2.0 TSI 207PS 7-speed DSG 5 Door,2022,Hatchback,"19,400 miles",2.0L,204BHP,Auto,Petrol,1 owner,"£28,400"
Kia Stinger 3.3 T-GDi GT S 5dr Auto,2019,Hatchback,"34,431 miles",3.3L,361BHP,Auto,Petrol,2 owners,"£27,950"
Volkswagen Golf GTI Performance 2.0 TSI 245PS 7-speed DSG 5 Door,2020,Hatchback,"31,368 miles",2.0L,241BHP,Auto,Petrol,3 owners,"£26,200"
Volkswagen Golf 2.0 TSI 245 GTI Performance 5dr,2019,Hatchback,"25,358 miles",2.0L,241BHP,Manual,Petrol,1 owner,"£24,250"
Audi SQ5 3.0 TFSI V6 Tiptronic quattro Euro 6 (s/s) 5dr,2018,SUV,"51,419 miles",3.0L,342BHP,Auto,Petrol,4 owners,"£35,490"
BMW 1 Series 3.0 M135i Euro 6 (s/s) 3dr,2016,Hatchback,"63,000 miles",3.0L,322BHP,Manual,Petrol,3 owners,"£14,950"
Volkswagen Polo 1.4 GTI DSG 3d AUTO 177 BHP,2012,Hatchback,"84,960 miles",1.4L,177BHP,Auto,Petrol,7 owners,"£7,984"
Ferrari 812,2018,Coupe,"12,827 miles",,788BHP,Auto,Petrol,2 owners,"£235,950"
Volkswagen Golf 2.0 GTI PERFORMANCE DSG 3d AUTO 226 BHP,2014,Hatchback,"81,731 miles",2.0L,227BHP,Auto,Petrol,4 owners,"£14,984"
Volkswagen Golf 2.0 R DSG 5d AUTO 270 BHP,2012,Hatchback,"96,500 miles",2.0L,270BHP,Auto,Petrol,1 owner,"£12,984"
Ford Fiesta 1.6 ST-3 3d 180 BHP,2016,Hatchback,"99,895 miles",1.6L,180BHP,Manual,Petrol,1 owner,"£7,984"
Audi SQ5 3.0 SQ5 TFSI QUATTRO 5d 349 BHP,2018,SUV,"33,237 miles",3.0L,349BHP,Auto,Petrol,3 owners,"£36,495"
Seat Ibiza 1.4 CUPRA TSI DSG 3d AUTO 180 BHP,2015,Hatchback,"73,524 miles",1.4L,180BHP,Auto,Petrol,5 owners,"£10,484"
Mazda MX-5 1.5 [132] SE-L Nav+ 2dr,2019,Convertible,"49,278 miles",1.5L,130BHP,Manual,Petrol,1 owner,"£15,450"
Volkswagen Polo 2.0 TSI GTI+ 5dr DSG,2019,Hatchback,"14,409 miles",2.0L,197BHP,Auto,Petrol,1 owner,"£21,450"
BMW 1 Series M140i Shadow Edition 3dr,2017,Hatchback,"50,608 miles",3.0L,335BHP,Manual,Petrol,3 owners,"£19,200"
Peugeot 208 1.6 THP GTi Prestige 3dr,2016,Hatchback,"50,153 miles",1.6L,208BHP,Manual,Petrol,1 owner,"£10,450"
Audi S3 S3 TFSI Quattro 3dr S Tronic [Nav],2016,Hatchback,"58,494 miles",2.0L,296BHP,Auto,Petrol,4 owners,"£19,950"
Audi TT Coupe 2.0 TFSI S line Coupe 3dr Petrol S Tronic quattro Euro 6 (s/s) (230 ps),2015,Coupe,"52,121 miles",2.0L,227BHP,Auto,Petrol,2 owners,"£17,900"
Ford Mustang Mach-E 358kW GT 88kWh AWD 5dr Auto,2022,Hatchback,"4,954 miles",,480BHP,Auto,Electric,1 owner,"£51,890"
Porsche 911 2dr PDK,2013,Coupe,"57,870 miles",3.4L,350BHP,Auto,Petrol,5 owners,"£46,790"
Audi TT Coupe 1.8 T FSI Sport (180 PS),2018,Coupe,"40,294 miles",1.8L,178BHP,Auto,Petrol,2 owners,"£19,500"
Ford Focus 2.5 ST-3 3DR 223 BHP,2010,Hatchback,"61,325 miles",2.5L,223BHP,Manual,Petrol,5 owners,"£10,536"
Aston Martin Vantage F1,2022,Hatchback,"9,648 miles",4.0L,527BHP,Auto,Petrol,1 owner,"£134,950"
BMW 1 Series M140i Shadow Edition 5-door,2018,Hatchback,"33,246 miles",3.0L,335BHP,Auto,Petrol,1 owner,"£24,200"
Volkswagen up! Up 1.0 115PS GTI 5Dr,2018,Hatchback,"12,000 miles",1.0L,113BHP,Manual,Petrol,2 owners,"£15,995"
Mercedes-Benz GLS-Class 5.5 GLS63 V8 AMG SpdS+7GT 4MATIC Euro 6 (s/s) 5dr,2018,SUV,"53,893 miles",5.5L,577BHP,Auto,Petrol,1 owner,"£47,800"
Maserati Levante 3.0D V6 ZF 4WD Euro 6 (s/s) 5dr,2018,Hatchback,"49,251 miles",3.0L,,Auto,Diesel,1 owner,"£31,000"
BMW 2 Series M235i xDrive Gran Coupe,2020,Coupe,"22,761 miles",2.0L,302BHP,Auto,Petrol,1 owner,"£30,500"
Ford Mustang BULLITT 5.0 V8 459PS (MAGNERIDE) FASTBACK MANUAL,2020,Coupe,"23,044 miles",5.0L,453BHP,Manual,Petrol,2 owners,"£42,899"
BMW 1 Series M140i Shadow Edition 5-door,2018,Hatchback,"33,727 miles",3.0L,335BHP,Auto,Petrol,3 owners,"£26,450"
Audi SQ8 Vorsprung TFSI  507 PS tiptronic,2021,Hatchback,"8,440 miles",4.0L,500BHP,Auto,Petrol,1 owner,"£83,851"
Tesla Model 3 STANDARD RANGE PLUS SALOON 4DR ELECTRIC AUTO (241 BHP),2020,Saloon,"37,552 miles",1.0L,302BHP,Auto,Electric,1 owner,"£26,999"
Tesla Model 3 STANDARD RANGE PLUS SALOON 4DR ELECTRIC AUTO (241 BHP),2019,Saloon,"31,816 miles",1.0L,302BHP,Auto,Electric,1 owner,"£28,999"
Audi S3 2.0 TFSI Sportback S Tronic quattro Euro 6 (s/s) 5dr,2019,Hatchback,"54,763 miles",2.0L,296BHP,Auto,Petrol,1 owner,"£24,800"
Mercedes-Benz A-Class A250 4Matic Engineered by AMG 5dr Auto,2015,Hatchback,"75,370 miles",2.0L,211BHP,Auto,Petrol,4 owners,"£14,045"
Aston Martin Vanquish S,2017,Coupe,"13,750 miles",,595BHP,Auto,Petrol,2 owners,"£125,950"
Ford Fiesta ST-3,2020,Hatchback,"12,052 miles",1.5L,197BHP,Manual,Petrol,2 owners,"£20,995"
Audi S3 2.0 TFSI Black Edition Sportback S Tronic quattro Euro 6 (s/s) 5dr,2019,Hatchback,"50,123 miles",2.0L,296BHP,Auto,Petrol,4 owners,"£31,000"
"Vauxhall Astra 1.6 SRI VX-LINE NAV CDTI S/S 5d 135 BHP 7in Sat Nav, Air Conditioning, Cruise Control, 18in Alloys, VXR Styling P",2018,Hatchback,"63,000 miles",1.6L,134BHP,Manual,Diesel,2 owners,"£10,699"
Ford Focus ST,2020,Hatchback,"16,655 miles",2.3L,276BHP,Manual,Petrol,1 owner,"£26,500"
Porsche Panamera 3.0 D V6 TIPTRONIC 5d 300 BHP,2015,Hatchback,"85,000 miles",3.0L,300BHP,Auto,Diesel,3 owners,"£26,950"
Audi S3 2.0 S3 SPORTBACK TFSI QUATTRO BLACK EDITION 5DR 306 BHP,2017,Hatchback,"77,861 miles",2.0L,306BHP,Auto,Petrol,3 owners,"£21,991"
BMW 2 Series M235i xDrive Gran Coupe,2021,Coupe,"14,000 miles",2.0L,302BHP,Auto,Petrol,1 owner,"£33,000"
Ford Fiesta 1.6 EcoBoost ST-2 3dr Petrol Hatchback,2016,Hatchback,"46,983 miles",1.6L,180BHP,Manual,Petrol,3 owners,"£10,964"
Tesla Model Y Long Range,2022,Hatchback,"10,464 miles",,507BHP,Auto,Electric,1 owner,"£44,990"
Audi S5 TFSI V6,2012,Convertible,"48,000 miles",3.0L,333BHP,Auto,Petrol,1 owner,"£15,975"
Audi S5 S5 Quattro 2dr Tiptronic Leather Seats,2017,Coupe,"28,470 miles",3.0L,349BHP,Auto,Petrol,2 owners,"£28,500"
Porsche Cayenne V6 E-Hybrid,2018,SUV,"30,000 miles",3.0L,456BHP,Auto,Hybrid,1 owner,"£60,000"
Audi S3 2.0 TFSI quattro Euro 6 (s/s) 3dr,2014,Hatchback,"74,933 miles",2.0L,296BHP,Manual,Petrol,3 owners,"£14,450"
Mercedes-Benz AMG 5.4 CL55 AMG 2d 360 BHP,2002,Coupe,"90,000 miles",5.4L,360BHP,Auto,Petrol,2 owners,"£13,950"
Volkswagen Golf 2.0 TSI BlueMotion Tech R DSG 4Motion Euro 6 (s/s) 5dr,2017,Hatchback,"46,102 miles",2.0L,298BHP,Auto,Petrol,4 owners,"£23,300"
Mazda MX-5 2.0 i Venture,2012,Coupe,"52,481 miles",2.0L,158BHP,Manual,Petrol,1 owner,"£10,500"
Jaguar XKR 4.2 Supercharged V8 2dr Auto,2008,Convertible,"64,000 miles",4.2L,420BHP,Auto,Petrol,1 owner,"£17,995"
Mercedes-Benz C-Class C63 V8 AMG Edition 125,2014,Coupe,"48,000 miles",6.3L,457BHP,Auto,Petrol,6 owners,"£25,475"
Skoda Octavia 2.0 TSI 245 vRS 5dr DSG Satellite Navigation,2019,Hatchback,"38,338 miles",2.0L,241BHP,Auto,Petrol,1 owner,"£20,150"
Porsche Taycan Performance Plus 93.4kWh 4S Sport Turismo Auto 4WD 5dr (11kW Charger),2022,Hatchback,380 miles,,563BHP,Auto,Electric,2 owners,"£102,700"
Porsche 911 TURBO S PDK,2020,Convertible,"3,150 miles",3.7L,641BHP,Auto,Petrol,1 owner,"£184,491"
Porsche Taycan,2021,Hatchback,"8,454 miles",0.0L,670BHP,Auto,Electric,1 owner,"£104,900"
Volkswagen Golf 2.0 TSI GTI 5dr DSG,2021,Hatchback,"14,277 miles",2.0L,242BHP,Auto,Petrol,1 owner,"£31,990"
Porsche Cayenne Black partial leather interior,2019,Coupe,"19,214 miles",3.0L,456BHP,Auto,Hybrid,3 owners,"£65,900"
Porsche 911,2017,Coupe,"17,750 miles",3.0L,444BHP,Auto,Petrol,2 owners,"£82,490"
Porsche Macan Matching,2019,Hatchback,"11,356 miles",3.6L,434BHP,Auto,Petrol,1 owner,"£59,890"
Audi S3 2.0 S3 SPORTBACK TFSI QUATTRO AUTO 5d 296 BHP,2019,Hatchback,"86,938 miles",2.0L,296BHP,Auto,Petrol,1 owner,"£21,150"
Mercedes-Benz A-Class 2.1 A200 CDI AMG Night Edition 7G-DCT Euro 6 (s/s) 5dr,2015,Hatchback,"45,156 miles",2.1L,134BHP,Auto,Diesel,3 owners,"£16,000"
Toyota GT86 2.0 Boxer D-4S Euro 5 2dr,2012,Coupe,"87,000 miles",2.0L,197BHP,Manual,Petrol,2 owners,"£11,990"
Audi E-Tron 55 SUV 5dr Electric Auto quattro 95kWh (408 ps),2019,SUV,"27,258 miles",,402BHP,Auto,Electric,1 owner,"£32,000"
Ford Focus ST-2,2010,Hatchback,"78,241 miles",2.5L,223BHP,Manual,Petrol,7 owners,"£7,495"
BMW 5 Series 4.4 M5 COMPETITION 4d 617 BHP,2019,Saloon,"19,909 miles",4.4L,617BHP,Auto,Petrol,2 owners,"£57,995"
Audi S3 2.0 TFSI S Tronic quattro Euro 5 3dr,2011,Hatchback,"64,300 miles",2.0L,265BHP,Auto,Petrol,1 owner,"£12,495"
Audi S5 3.0 TFSI V6 Tiptronic quattro Euro 6 (s/s) 2dr,2017,Coupe,"51,000 miles",3.0L,349BHP,Auto,Petrol,5 owners,"£28,990"
Lamborghini Huracan 5.2 LP 640-4 EVO SPYDER 2d 631 BHP,2019,Convertible,"25,400 miles",5.2L,630BHP,Auto,Petrol,3 owners,"£204,995"
Porsche 911 991 GT3,2018,Coupe,"5,800 miles",4.0L,494BHP,Manual,Petrol,2 owners,"£154,991"
MINI Mini Clubman 2.0 John Cooper Works Auto ALL4 Euro 6 (s/s) 6dr,2018,Estate,"29,984 miles",2.0L,228BHP,Auto,Petrol,2 owners,"£23,995"
Volkswagen Polo 1.8 GTI DSG 3d AUTO 189 BHP,2017,Hatchback,"34,500 miles",1.8L,189BHP,Auto,Petrol,2 owners,"£16,299"
Mazda MX-5 1.5 [132] Sport 2dr,2021,Convertible,"3,600 miles",1.5L,130BHP,Manual,Petrol,1 owner,"£21,495"
Ford Focus 2.0 ST-2 5d 247 BHP,2013,Hatchback,"67,800 miles",2.0L,247BHP,Manual,Petrol,5 owners,"£10,750"
Audi S6 Saloon 4.0 S6 TFSI QUATTRO 4d 414 BHP,2013,Saloon,"71,000 miles",4.0L,414BHP,Auto,Petrol,7 owners,"£19,995"
Audi TT Roadster 40 TFSI Sport 2dr S Tronic Bluetooth,2020,Convertible,"12,419 miles",2.0L,194BHP,Auto,Petrol,1 owner,"£27,500"
Ford Focus ST,2019,Hatchback,"51,155 miles",2.0L,187BHP,Manual,Diesel,2 owners,"£20,995"
Audi S3 SPORTBACK QUATTRO 2.0 5d 306 BHP,2016,Hatchback,"33,500 miles",2.0L,306BHP,Auto,Petrol,3 owners,"£22,995"
Skoda Octavia 2.0 TSI 245 vRS 5dr DSG [Black Pack],2019,Estate,"10,232 miles",2.0L,241BHP,Auto,Petrol,2 owners,"£28,490"
Audi TT Coupe 1.8T FSI S Line 2dr,2016,Coupe,"23,655 miles",1.8L,178BHP,Manual,Petrol,4 owners,"£18,750"
Porsche Boxster 2.7 2dr,2013,Convertible,"59,483 miles",2.7L,265BHP,Manual,Petrol,3 owners,"£24,790"
Seat Leon 2.0 TSI CUPRA DSG 3d 276 BHP,2015,Hatchback,"66,453 miles",2.0L,276BHP,Auto,Petrol,4 owners,"£14,295"
Audi TT Coupe 3.2 TFSI V6 S Tronic quattro Euro 4 3dr,2008,Coupe,"106,700 miles",3.2L,250BHP,Auto,Petrol,1 owner,"£6,490"
Audi TT Coupe 2.0 TFSI SPORT 2d 195 BHP-1 OWNER CAR-FINISHED IN GLACIER WHITE METALLIC-HALF LEATHER-ALCANTARA SEATS-HEATED SEATS,2019,Coupe,"19,000 miles",2.0L,194BHP,Auto,Petrol,2 owners,"£24,975"
Porsche Cayenne 3.0 D V6 TIPTRONIC S 5d 262 BHP,2015,SUV,"84,403 miles",3.0L,262BHP,Auto,Diesel,3 owners,"£23,860"
Volkswagen Golf 2.0 TSI R DSG 4Motion Euro 6 (s/s) 5dr,2022,Hatchback,"9,000 miles",2.0L,315BHP,Auto,Petrol,1 owner,"£42,995"
Vauxhall Corsa 1.6i Turbo 16v VXR 3dr,2010,Hatchback,"6,627 miles",1.6L,192BHP,Manual,Petrol,3 owners,"£9,995"
Porsche Macan 3.0T V6 S SUV 5dr Petrol PDK 4WD Euro 6 (s/s) (354 ps),2019,Hatchback,"66,202 miles",3.0L,349BHP,Auto,Petrol,1 owner,"£37,990"
Audi S3 2.0 TFSI S Tronic quattro 5dr,2010,Hatchback,"70,000 miles",2.0L,265BHP,Auto,Petrol,8 owners,"£12,500"
Rolls-Royce Phantom V12,2012,Saloon,"33,800 miles",6.7L,453BHP,Auto,Petrol,2 owners,"£99,995"
Volkswagen Golf 2.0 TSI R Hatchback 5dr Petrol DSG 4Motion Euro 6 (s/s) (300 ps),2019,Hatchback,"31,695 miles",2.0L,296BHP,Auto,Petrol,1 owner,"£26,000"
Audi S3 2.0 TFSI Sportback 5dr Petrol Manual quattro Euro 6 (s/s) (Nav) (300 ps),2016,Hatchback,"39,963 miles",2.0L,296BHP,Manual,Petrol,4 owners,"£18,800"
Volkswagen Golf 2.0 TSI R Hatchback 5dr Petrol DSG 4Motion Euro 6 (s/s) (300 ps),2019,Hatchback,"19,970 miles",2.0L,296BHP,Auto,Petrol,1 owner,"£27,600"
Skoda Octavia 2.0 TSI 245 vRS 5dr [Black Pack] Satellite Navigation,2019,Estate,"40,738 miles",2.0L,241BHP,Manual,Petrol,1 owner,"£20,800"
"Audi Q4 E-Tron Q4 Sportback Launch Edition 40 e-tron  150,00 kW",2021,Hatchback,"10,361 miles",,201BHP,Auto,Electric,2 owners,"£47,550"
Porsche Cayenne 3.0 D V6 PLATINUM EDITION TIPTRONIC S 5d 258 BHP,2016,SUV,"72,250 miles",3.0L,258BHP,Auto,Diesel,3 owners,"£28,000"
Audi S8 4.0 TFSI V8 Tiptronic quattro Euro 6 (s/s) 4dr,2017,Saloon,"63,500 miles",4.0L,513BHP,Auto,Petrol,3 owners,"£28,990"
Audi TT Roadster 1.8 TFSI S line Roadster Euro 6 (s/s) 2dr,2017,Convertible,"73,450 miles",1.8L,178BHP,Manual,Diesel,2 owners,"£16,495"
Bentley Bentayga 4.0 V8 First Edition Auto 4WD Euro 6 (s/s) 5dr,2020,SUV,"9,754 miles",4.0L,542BHP,Auto,Petrol,2 owners,"£152,950"
Porsche Panamera 2.9T V6 4S Sport Turismo PDK 4WD Euro 6 (s/s) 5dr,2018,Hatchback,"37,225 miles",2.9L,434BHP,Auto,Petrol,2 owners,"£65,990"
Aston Martin Dbx V8 DBX707 5dr Touchtronic,2022,SUV,"1,362 miles",4.0L,697BHP,Auto,Petrol,,"£219,995"
Audi E-Tron 50 Technik SUV 5dr Electric Auto quattro 71.2kWh (11kW Charger) (313 ps),2021,SUV,"21,559 miles",,308BHP,Auto,Electric,1 owner,"£31,490"
Audi S3 S3 TFSI Quattro Black Edition 4dr S Tronic Leather Seats,2018,Saloon,"27,896 miles",2.0L,306BHP,Auto,Petrol,2 owners,"£27,500"
Audi S5 Matching,2018,Coupe,"20,634 miles",3.0L,349BHP,Auto,Petrol,3 owners,"£31,750"
Audi TT Roadster Black Edition 40 TFSI  197 PS S tronic,2021,Convertible,"19,884 miles",2.0L,194BHP,Auto,Petrol,1 owner,"£31,980"
Bentley Bentayga 4.0 V8 Azure Auto 4WD Euro 6 (s/s) 5dr,2022,SUV,"6,980 miles",4.0L,542BHP,Auto,Petrol,1 owner,"£212,900"
Bentley Bentayga 4.0d V8 SUV 5dr Diesel Auto 4WD Euro 6 (s/s) (435 ps),2018,SUV,"33,550 miles",4.0L,429BHP,Auto,Diesel,3 owners,"£94,900"
Bentley Bentayga 4.0 V8 First Edition Auto 4WD Euro 6 (s/s) 5dr,2020,SUV,"12,259 miles",4.0L,542BHP,Auto,Petrol,2 owners,"£152,700"
Rolls-Royce Dawn 6.6 V12 Auto Euro 6 2dr,2016,Convertible,"11,696 miles",6.6L,563BHP,Auto,Petrol,2 owners,"£179,900"
Porsche 911 3.0T 991 Carrera 4 GTS PDK 4WD Euro 6 (s/s) 2dr,2019,Coupe,"20,200 miles",3.0L,444BHP,Auto,Petrol,4 owners,"£92,000"
Porsche Cayman 718 2.0T PDK Euro 6 (s/s) 2dr,2020,Coupe,"17,185 miles",2.0L,296BHP,Auto,Petrol,1 owner,"£44,410"
Bentley Continental 6.0 W12 GT Coupe 2dr Petrol Auto 4WD Euro 6 (635 ps),2018,Coupe,"9,260 miles",6.0L,626BHP,Auto,Petrol,2 owners,"£123,100"
Bentley Continental 6.0 W12 GT Speed Coupe 2dr Petrol Auto 4WD Euro 6 (659 ps),2021,Coupe,"12,120 miles",6.0L,650BHP,Auto,Petrol,1 owner,"£209,900"
Bentley Continental 4.0 V8 GTC Convertible 2dr Petrol Auto 4WD Euro 6 (s/s) (550 ps),2019,Convertible,"12,840 miles",4.0L,542BHP,Auto,Petrol,2 owners,"£158,400"
Bentley Continental 4.0 V8 GT S Coupe 2dr Petrol Auto 4WD Euro 6 (528 ps),2017,Coupe,"29,610 miles",4.0L,521BHP,Auto,Petrol,2 owners,"£77,400"
Porsche Macan 2.0T PDK 4WD Euro 6 (s/s) 5dr,2022,Hatchback,262 miles,2.0L,261BHP,Auto,Petrol,1 owner,"£56,900"
